Gene,Promoter,Chr,Start,Stop,Flo8_Exp,Flo8_Obs,Flo8_pVal,Mss11_Exp,Mss11_Obs,Mss11_pVal,Mfg1_Exp,Mfg1_Obs,Mfg1_pVal,Sok2_Exp,Sok2_Obs,Sok2_pVal,Ste12_Exp,Ste12_Obs,Ste12_pVal,Tec1_Exp,Tec1_Obs,Tec1_pVal,Mit1_Exp,Mit1_Obs,Mit1_pVal,Nrg1_Exp,Nrg1_Obs,Nrg1_pVal,Sfl1_Exp,Sfl1_Obs,Sfl1_pVal,Phd1_Exp,Phd1_Obs,Phd1_pVal,Mga1_Exp,Mga1_Obs,Mga1_pVal,Rim101_Exp,Rim101_Obs,Rim101_pVal,Rlm1_Exp,Rlm1_Obs,Rlm1_pVal,Rtg1_Exp,Rtg1_Obs,Rtg1_pVal,Skn7_Exp,Skn7_Obs,Skn7_pVal,Smp1_Exp,Smp1_Obs,Smp1_pVal,Fkh1_Exp,Fkh1_Obs,Fkh1_pVal,Dig1_Exp,Dig1_Obs,Dig1_pVal,Gln3_Exp,Gln3_Obs,Gln3_pVal,Hms1_Exp,Hms1_Obs,Hms1_pVal,Msn1_Exp,Msn1_Obs,Msn1_pVal,Hot1_Exp,Hot1_Obs,Hot1_pVal,Hms2_Exp,Hms2_Obs,Hms2_pVal,Yap6_Exp,Yap6_Obs,Yap6_pVal,Msn2_Exp,Msn2_Obs,Msn2_pVal,Msn4_Exp,Msn4_Obs,Msn4_pVal,Gcn4_Exp,Gcn4_Obs,Gcn4_pVal,Rgm1_Exp,Rgm1_Obs,Rgm1_pVal
YML035C,AMD1,13,208066,205634,5.3355,0,1.00E+00,4.1052,1,9.84E-01,10.5511,2,1.00E+00,4.5072,2,9.39E-01,5.4377,1,9.96E-01,5.4574,0,1.00E+00,4.3439,1,9.87E-01,3.9223,3,7.50E-01,3.3909,2,8.52E-01,10.7603,17,4.76E-02,7.3915,10,2.11E-01,2.6836,0,1.00E+00,2.6261,0,1.00E+00,1.6651,0,1.00E+00,2.5417,0,1.00E+00,1.7047,0,1.00E+00,5.8115,15,1.03E-03,7.0453,3,9.71E-01,3.5065,2,8.65E-01,2.4995,3,4.56E-01,2.67,2,7.46E-01,2.8168,1,9.40E-01,4.9837,1,9.93E-01,3.7663,2,8.90E-01,3.223,4,4.03E-01,4.3658,7,1.52E-01,1.9045,0,1.00E+00,3.0274,5,1.89E-01
YML034C-A,YML034C-A,13,209030,208632,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML034W,SRC1,13,208729,211362,5.3355,0,1.00E+00,4.1052,1,9.84E-01,10.5511,2,1.00E+00,4.5072,2,9.39E-01,5.4377,1,9.96E-01,5.4574,1,9.96E-01,4.3439,1,9.87E-01,3.9223,3,7.50E-01,3.3909,4,4.40E-01,10.7603,19,1.45E-02,7.3915,10,2.11E-01,2.6836,0,1.00E+00,2.6261,0,1.00E+00,1.6651,1,8.11E-01,2.5417,0,1.00E+00,1.7047,1,8.18E-01,5.8115,16,3.63E-04,7.0453,3,9.71E-01,3.5065,2,8.65E-01,2.4995,2,7.13E-01,2.67,3,4.99E-01,2.8168,1,9.40E-01,4.9837,2,9.59E-01,3.7663,2,8.90E-01,3.223,4,4.03E-01,4.3658,7,1.52E-01,1.9045,2,5.68E-01,3.0274,6,8.67E-02
YML032C,RAD52,13,213137,211722,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML031C-A,YML031C-A,13,213628,213293,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML031W,NDC1,13,213396,215363,1.5419,1,7.86E-01,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,1,7.27E-01,2.22,4,1.85E-01,1.7989,2,5.37E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,2,4.76E-01,1.7557,1,8.27E-01,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,1,7.76E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YML030W,YML030W,13,215643,216122,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,5,4.98E-01,3.3968,2,8.53E-01,1.6313,1,8.04E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,1,7.18E-01,2.8043,0,1.00E+00,3.267,0,1.00E+00,1.9399,1,8.56E-01,1.5623,0,1.00E+00,1.6262,1,8.03E-01,1.6813,1,8.14E-01,2.4939,4,2.41E-01,2.0374,2,6.04E-01,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,1,8.28E-01
YML029W,USA1,13,216570,219083,2.6258,1,9.28E-01,2.1645,0,1.00E+00,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,1,9.30E-01,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,9,4.81E-02,3.3968,2,8.53E-01,1.6313,3,2.25E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,1,7.18E-01,2.8043,0,1.00E+00,3.267,3,6.34E-01,1.9399,4,1.32E-01,1.5623,0,1.00E+00,1.6262,1,8.03E-01,1.6813,2,5.01E-01,2.4939,6,4.16E-02,2.0374,2,6.04E-01,1.8336,1,8.40E-01,2.2622,4,1.93E-01,1.3392,1,7.38E-01,1.7603,1,8.28E-01
YML028W,TSA1,13,219343,219933,8.0451,4,9.59E-01,6.046,2,9.83E-01,16.5205,6,9.99E-01,6.6991,1,9.99E-01,8.2113,0,1.00E+00,8.2433,1,1.00E+00,6.4339,0,1.00E+00,5.7487,1,9.97E-01,4.8852,1,9.92E-01,16.8604,8,9.94E-01,11.3861,6,9.70E-01,3.7358,4,5.13E-01,3.6425,2,8.78E-01,2.0808,0,1.00E+00,3.5053,5,2.76E-01,2.1452,0,1.00E+00,8.8187,2,9.99E-01,10.8236,2,1.00E+00,5.0731,3,8.81E-01,3.4367,2,8.57E-01,3.7137,2,8.85E-01,3.9523,1,9.81E-01,7.4735,2,9.95E-01,5.4953,3,9.11E-01,4.6123,5,4.89E-01,6.4694,3,9.56E-01,2.4699,0,1.00E+00,4.2945,1,9.86E-01
YML027W,YOX1,13,220609,221766,5.8774,1,9.97E-01,4.4934,1,9.89E-01,11.745,2,1.00E+00,4.9456,1,9.93E-01,5.9924,1,9.98E-01,6.0146,1,9.98E-01,4.7619,1,9.91E-01,4.2876,3,8.01E-01,3.6897,4,5.04E-01,11.9803,13,4.22E-01,8.1904,12,1.26E-01,2.894,0,1.00E+00,2.8294,1,9.41E-01,1.7482,3,2.56E-01,2.7344,1,9.35E-01,1.7928,2,5.35E-01,6.413,2,9.88E-01,7.801,1,1.00E+00,3.8198,2,8.94E-01,2.6869,3,5.03E-01,2.8787,0,1.00E+00,3.0439,3,5.87E-01,5.4817,8,1.88E-01,4.1121,5,3.93E-01,3.5008,6,1.43E-01,4.7865,2,9.52E-01,2.0176,1,8.67E-01,3.2808,2,8.39E-01
YML026C,RPS18B,13,223031,222190,4.2516,1,9.86E-01,3.3289,0,1.00E+00,8.1633,4,9.62E-01,3.6304,1,9.73E-01,4.3283,0,1.00E+00,4.3431,0,1.00E+00,3.508,0,1.00E+00,3.1917,0,1.00E+00,2.7932,0,1.00E+00,8.3202,4,9.66E-01,5.7936,2,9.79E-01,2.2627,3,3.94E-01,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,0,1.00E+00,5.534,0,1.00E+00,2.8799,0,1.00E+00,2.1246,3,3.57E-01,2.2525,3,3.91E-01,2.3626,0,1.00E+00,3.9878,0,1.00E+00,3.0748,2,8.12E-01,2.6672,1,9.31E-01,3.5243,1,9.71E-01,1.6784,0,1.00E+00,2.5205,1,9.20E-01
YML025C,YML6,13,224568,223609,3.1677,0,1.00E+00,2.5526,1,9.22E-01,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,3,6.26E-01,2.672,1,9.31E-01,2.4611,1,9.15E-01,2.1954,0,1.00E+00,5.8801,1,9.97E-01,4.1957,0,1.00E+00,1.8418,1,8.41E-01,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,1,8.30E-01,1.3524,0,1.00E+00,3.4058,4,4.43E-01,4.0227,0,1.00E+00,2.2532,0,1.00E+00,1.7497,1,8.26E-01,1.835,0,1.00E+00,1.9084,1,8.52E-01,2.9919,4,3.51E-01,2.3832,0,1.00E+00,2.1115,1,8.79E-01,2.6829,2,7.48E-01,1.4523,0,1.00E+00,2.0137,0,1.00E+00
YML024W,RPS17A,13,225092,225900,2.6258,0,1.00E+00,2.1645,1,8.85E-01,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,3,4.99E-01,2.254,1,8.95E-01,2.0959,1,8.77E-01,1.8966,0,1.00E+00,4.6601,1,9.91E-01,3.3968,0,1.00E+00,1.6313,2,4.85E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,1,7.94E-01,1.2643,0,1.00E+00,2.8043,3,5.32E-01,3.267,0,1.00E+00,1.9399,0,1.00E+00,1.5623,1,7.90E-01,1.6262,0,1.00E+00,1.6813,2,5.01E-01,2.4939,4,2.41E-01,2.0374,0,1.00E+00,1.8336,1,8.40E-01,2.2622,2,6.60E-01,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YML023C,NSE5,13,227867,226197,2.6258,1,9.28E-01,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,1,9.30E-01,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,2,9.46E-01,3.3968,2,8.53E-01,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,2,7.70E-01,3.267,0,1.00E+00,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,1,8.14E-01,2.4939,0,1.00E+00,2.0374,1,8.70E-01,1.8336,1,8.40E-01,2.2622,4,1.93E-01,1.3392,0,1.00E+00,1.7603,2,5.25E-01
YML022W,APT1,13,228140,228703,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,2,6.50E-01,1.7989,1,8.35E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,0,1.00E+00,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,1,7.07E-01,1.498,0,1.00E+00,1.3458,1,7.40E-01,1.2779,1,7.21E-01,1.4207,4,5.61E-02,1.1131,0,1.00E+00,1.2534,1,7.14E-01
YML021C,UNG1,13,230016,228937,2.6258,0,1.00E+00,2.1645,1,8.85E-01,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,1,8.77E-01,1.8966,0,1.00E+00,4.6601,9,4.81E-02,3.3968,2,8.53E-01,1.6313,1,8.04E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,0,1.00E+00,3.267,1,9.62E-01,1.9399,1,8.56E-01,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,0,1.00E+00,1.8336,1,8.40E-01,2.2622,0,1.00E+00,1.3392,1,7.38E-01,1.7603,0,1.00E+00
YML020W,YML020W,13,230352,232346,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,11,8.51E-03,3.3968,5,2.55E-01,1.6313,1,8.04E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,0,1.00E+00,3.267,1,9.62E-01,1.9399,1,8.56E-01,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,1,9.17E-01,2.0374,0,1.00E+00,1.8336,1,8.40E-01,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YML019W,OST6,13,232660,233658,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,1,7.45E-01,1.2989,0,1.00E+00,2.22,4,1.85E-01,1.7989,1,8.35E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,1,7.98E-01,1.7557,2,5.24E-01,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,0,1.00E+00,1.3458,3,1.54E-01,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,2,3.57E-01
YML018C,YML018C,13,235155,233974,4.2516,2,9.25E-01,3.3289,1,9.64E-01,8.1633,1,1.00E+00,3.6304,1,9.73E-01,4.3283,2,9.30E-01,4.3431,0,1.00E+00,3.508,0,1.00E+00,3.1917,1,9.59E-01,2.7932,2,7.68E-01,8.3202,8,5.91E-01,5.7936,8,2.28E-01,2.2627,2,6.60E-01,2.2196,1,8.91E-01,1.4988,1,7.77E-01,2.1563,1,8.84E-01,1.5285,0,1.00E+00,4.6087,0,1.00E+00,5.534,3,9.14E-01,2.8799,2,7.82E-01,2.1246,2,6.27E-01,2.2525,3,3.91E-01,2.3626,2,6.83E-01,3.9878,5,3.69E-01,3.0748,4,3.70E-01,2.6672,1,9.31E-01,3.5243,1,9.71E-01,1.6784,0,1.00E+00,2.5205,2,7.17E-01
YML017W,PSP2,13,235791,237934,3.7097,2,8.85E-01,2.9408,1,9.47E-01,6.9694,1,9.99E-01,3.192,0,1.00E+00,3.7736,2,8.90E-01,3.7859,0,1.00E+00,3.09,0,1.00E+00,2.8264,0,1.00E+00,2.4943,3,4.55E-01,7.1002,12,5.80E-02,4.9947,8,1.33E-01,2.0522,2,6.08E-01,2.0163,1,8.67E-01,1.4157,1,7.57E-01,1.9636,1,8.60E-01,1.4404,0,1.00E+00,4.0072,0,1.00E+00,4.7783,3,8.55E-01,2.5666,1,9.23E-01,1.9372,1,8.56E-01,2.0437,4,1.51E-01,2.1355,2,6.29E-01,3.4898,5,2.73E-01,2.729,4,2.92E-01,2.3894,1,9.08E-01,3.1036,2,8.16E-01,1.5653,1,7.91E-01,2.2671,2,6.61E-01
YML016C,PPZ1,13,240739,238661,2.6258,1,9.28E-01,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,1,9.31E-01,2.254,1,8.95E-01,2.0959,1,8.77E-01,1.8966,1,8.50E-01,4.6601,0,1.00E+00,3.3968,2,8.53E-01,1.6313,1,8.04E-01,1.6098,3,2.19E-01,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,1,9.39E-01,3.267,0,1.00E+00,1.9399,1,8.56E-01,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,1,9.17E-01,2.0374,1,8.70E-01,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YML015C,TAF11,13,242232,241192,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,2,9.43E-01,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,4,6.84E-01,3.3968,5,2.55E-01,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,1,7.13E-01,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,1,9.39E-01,3.267,1,9.62E-01,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,2,4.84E-01,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,2,6.04E-01,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YML014W,TRM9,13,242428,243267,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML013W,SEL1,13,243352,245106,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,2,9.43E-01,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,4,6.84E-01,3.3968,4,4.41E-01,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,1,7.13E-01,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,1,9.39E-01,3.267,1,9.62E-01,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,2,4.84E-01,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,1,8.70E-01,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YML012C-A,YML012C-A,13,245117,244740,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,5,3.66E-03,1,6,5.94E-04,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML012W,ERV25,13,245319,245954,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,6,3.25E-01,3.3968,2,8.53E-01,1.6313,1,8.04E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,1,7.94E-01,1.2643,0,1.00E+00,2.8043,2,7.70E-01,3.267,0,1.00E+00,1.9399,1,8.56E-01,1.5623,1,7.90E-01,1.6262,1,8.03E-01,1.6813,0,1.00E+00,2.4939,6,4.16E-02,2.0374,0,1.00E+00,1.8336,1,8.40E-01,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YML011C,RAD33,13,246631,246098,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML010W,SPT5,13,246880,250071,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,4,1.90E-02,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01
YML009W-B,YML009W-B,13,249638,250114,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01
YML009C-A,YML009C-A,13,250204,249878,4.2516,0,1.00E+00,3.3289,1,9.64E-01,8.1633,0,1.00E+00,3.6304,0,1.00E+00,4.3283,0,1.00E+00,4.3431,0,1.00E+00,3.508,0,1.00E+00,3.1917,0,1.00E+00,2.7932,0,1.00E+00,8.3202,6,8.36E-01,5.7936,7,3.61E-01,2.2627,3,3.94E-01,2.2196,1,8.91E-01,1.4988,0,1.00E+00,2.1563,1,8.84E-01,1.5285,0,1.00E+00,4.6087,1,9.90E-01,5.534,0,1.00E+00,2.8799,2,7.82E-01,2.1246,0,1.00E+00,2.2525,1,8.95E-01,2.3626,1,9.06E-01,3.9878,3,7.60E-01,3.0748,2,8.12E-01,2.6672,0,1.00E+00,3.5243,2,8.67E-01,1.6784,0,1.00E+00,2.5205,1,9.20E-01
YML009C,MRPL39,13,250719,250507,3.1677,0,1.00E+00,2.5526,1,9.22E-01,5.7755,0,1.00E+00,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,0,1.00E+00,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,3,9.32E-01,4.1957,4,6.04E-01,1.8418,3,2.81E-01,1.8131,1,8.37E-01,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,1,9.67E-01,4.0227,0,1.00E+00,2.2532,2,6.58E-01,1.7497,0,1.00E+00,1.835,1,8.40E-01,1.9084,1,8.52E-01,2.9919,3,5.75E-01,2.3832,1,9.08E-01,2.1115,0,1.00E+00,2.6829,0,1.00E+00,1.4523,0,1.00E+00,2.0137,1,8.67E-01
YML008C,ERG6,13,252193,251042,11.2967,1,1.00E+00,8.3749,2,9.98E-01,23.6838,0,1.00E+00,9.3295,1,1.00E+00,11.5396,1,1.00E+00,11.5864,2,1.00E+00,8.9419,0,1.00E+00,7.9404,1,1.00E+00,6.6783,2,9.90E-01,24.1806,20,8.29E-01,16.1797,8,9.91E-01,4.9985,5,5.59E-01,4.862,3,8.63E-01,2.5796,1,9.24E-01,4.6615,1,9.91E-01,2.6737,4,2.80E-01,12.4274,3,1.00E+00,15.3576,6,9.98E-01,6.9529,1,9.99E-01,4.5613,4,6.68E-01,4.9662,2,9.58E-01,5.3149,1,9.95E-01,10.4613,8,8.18E-01,7.57,10,2.32E-01,6.2795,3,9.49E-01,8.9937,16,2.19E-02,3.1482,2,8.22E-01,5.815,2,9.80E-01
YML007C-A,YML007C-A,13,252475,252365,9.6709,0,1.00E+00,7.2104,3,9.75E-01,20.1022,0,1.00E+00,8.0143,0,1.00E+00,9.8754,0,1.00E+00,9.9148,2,9.99E-01,7.6879,0,1.00E+00,6.8446,1,9.99E-01,5.7818,1,9.97E-01,20.5205,18,7.41E-01,13.7829,6,9.94E-01,4.3672,4,6.35E-01,4.2522,1,9.86E-01,2.3302,1,9.03E-01,4.0834,1,9.83E-01,2.4094,4,2.23E-01,10.6231,2,1.00E+00,13.0906,3,1.00E+00,6.013,1,9.98E-01,3.999,2,9.08E-01,4.34,3,8.08E-01,4.6336,1,9.90E-01,8.9674,6,8.82E-01,6.5327,8,3.32E-01,5.4459,2,9.72E-01,7.7315,12,9.35E-02,2.809,2,7.70E-01,5.0548,1,9.94E-01
